timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-11-25 12:54:00+09:00,1.4051,1.4067,1.4018,1.4028,670801,1.73251E+12,941712.8988,3502,254207,356998.3663,0
2024-11-25 12:57:00+09:00,1.4027,1.4042,1.4,1.4027,485121,1.73251E+12,680285.4152,2761,253894,356039.0305,0
2024-11-25 13:00:00+09:00,1.4027,1.412,1.4015,1.4111,678748,1.73251E+12,955027.7409,2956,393884,554547.9628,0
2024-11-25 13:03:00+09:00,1.4111,1.4123,1.4049,1.4087,1183003,1.73251E+12,1665546.739,4566,433527,610418.4527,0
2024-11-25 13:06:00+09:00,1.4087,1.4134,1.4067,1.4086,1493154,1.73251E+12,2105324.642,4968,722695,1019138.236,0
2024-11-25 13:09:00+09:00,1.4087,1.4177,1.4087,1.4166,956053,1.73251E+12,1352028.861,5391,570527,806669.9704,0
2024-11-25 13:12:00+09:00,1.4163,1.4345,1.4163,1.4337,2136987,1.73251E+12,3043469.719,11230,1608032,2289490.438,0
2024-11-25 13:15:00+09:00,1.4337,1.458,1.4287,1.4499,5781374,1.73251E+12,8360350.505,18443,3763612,5442916.066,0
2024-11-25 13:18:00+09:00,1.4501,1.4551,1.4386,1.4483,3251755,1.73251E+12,4709934.991,14548,1783016,2582064.36,0
2024-11-25 13:21:00+09:00,1.4481,1.4659,1.4454,1.4601,3897504,1.73251E+12,5680099.845,12887,2334642,3403880.794,0
2024-11-25 13:24:00+09:00,1.4601,1.4661,1.4537,1.4582,2496011,1.73251E+12,3645308.532,8717,1426721,2083905.025,0
2024-11-25 13:27:00+09:00,1.4581,1.4581,1.4468,1.4561,1971818,1.73251E+12,2862762.636,9546,811882,1178826.784,0
2024-11-25 13:30:00+09:00,1.456,1.4563,1.4417,1.4434,2633048,1.73251E+12,3815218.909,9141,1457720,2112659.55,0
2024-11-25 13:33:00+09:00,1.4432,1.4525,1.4431,1.4484,2029940,1.73251E+12,2941499.818,6888,1115095,1616388.948,0
2024-11-25 13:36:00+09:00,1.4482,1.4482,1.4412,1.4466,1858198,1.73251E+12,2683924.574,5904,791350,1143052.718,0
2024-11-25 13:39:00+09:00,1.4465,1.4518,1.4447,1.4502,1426707,1.73251E+12,2066567.263,4825,660181,956314.7283,0
2024-11-25 13:42:00+09:00,1.4502,1.4516,1.4462,1.4495,1128483,1.73251E+12,1636258.896,4566,616962,894610.2545,0
2024-11-25 13:45:00+09:00,1.4495,1.4495,1.435,1.4363,1406078,1.73251E+12,2025695.932,7623,504428,726779.5557,0
2024-11-25 13:48:00+09:00,1.4363,1.4408,1.4319,1.4397,1695024,1.73251E+12,2434450.193,5073,686105,985811.8884,0
2024-11-25 13:51:00+09:00,1.4396,1.4434,1.4371,1.4431,715781,1.73251E+12,1031098.559,3198,311042,448133.0806,0
2024-11-25 13:54:00+09:00,1.4432,1.4482,1.4392,1.4445,802123,1.73251E+12,1158298.454,3953,475968,687506.5682,0
2024-11-25 13:57:00+09:00,1.4445,1.4457,1.4386,1.4407,588615,1.73251E+12,848487.227,2584,273318,393927.2736,0
2024-11-25 14:00:00+09:00,1.4406,1.4583,1.4369,1.4526,2759559,1.73251E+12,4003638.119,8668,1542209,2236787.063,0
2024-11-25 14:03:00+09:00,1.4527,1.4575,1.4509,1.4537,1156473,1.73251E+12,1680712.976,5004,701758,1019967.87,0
2024-11-25 14:06:00+09:00,1.4536,1.4628,1.4533,1.4606,2138170,1.73251E+12,3120601.638,5968,1201437,1753289.941,0
2024-11-25 14:09:00+09:00,1.4606,1.4629,1.4576,1.4584,1179348,1.73251E+12,1722174.217,5469,534605,780537.5388,0
2024-11-25 14:12:00+09:00,1.4584,1.4604,1.4544,1.4563,912550,1.73251E+12,1330037.577,4154,324240,472680.8444,0
2024-11-25 14:15:00+09:00,1.4562,1.459,1.456,1.4568,896096,1.73251E+12,1306331.765,3809,475384,692990.5275,0
2024-11-25 14:18:00+09:00,1.4568,1.4571,1.4521,1.4531,992019,1.73251E+12,1442463.975,4488,377214,548560.924,0
2024-11-25 14:21:00+09:00,1.4531,1.4532,1.4384,1.4488,2599323,1.73251E+12,3760286.505,7944,1084452,1568119.388,0
2024-11-25 14:24:00+09:00,1.4488,1.4503,1.4451,1.4468,1574722,1.73251E+12,2279706.46,4021,472963,684702.8667,0
2024-11-25 14:27:00+09:00,1.4468,1.4474,1.4443,1.447,754711,1.73251E+12,1091363.528,2960,410210,593227.3551,0
2024-11-25 14:30:00+09:00,1.447,1.4608,1.447,1.4551,2835637,1.73251E+12,4126564.644,8084,1802970,2623389.182,0
2024-11-25 14:33:00+09:00,1.4552,1.4627,1.453,1.4626,2199766,1.73251E+12,3206691.586,5270,1467583,2139513.127,0
2024-11-25 14:36:00+09:00,1.4626,1.4713,1.4601,1.4643,3075759,1.73251E+12,4508875.573,10870,1593651,2336751.182,0
